snapshot_id,altitude,heading,latitude,longitude,radar_id,speed,squawk
1559263158,0,271,37.61779,-122.39053,2179,0,0000
1559263193,0,208,37.61803,-122.39035,2179,14,0000
1559263205,0,222,37.61826,-122.39019,2179,15,3370
1559263217,0,253,37.61850,-122.39006,2179,14,3370
1559263229,0,292,37.61864,-122.38985,2179,11,3370
1559263265,0,298,37.61874,-122.39005,2179,15,3370
1559263274,0,298,37.61884,-122.39027,2179,14,3370
1559263286,0,300,37.61898,-122.39057,2179,14,3370
1559263298,0,298,37.61912,-122.39091,2179,15,3370
1559263310,0,298,37.61926,-122.39121,2179,15,3370
1559263324,0,298,37.61937,-122.39153,2179,12,3370
1559263498,0,298,37.61948,-122.39175,2179,11,3370
1559263511,0,298,37.61960,-122.39207,2179,17,3370
1559263522,0,306,37.61983,-122.39247,2179,21,3370
1559263528,0,331,37.62005,-122.39253,2179,22,3370
1559263540,0,25,37.62048,-122.39226,2179,21,3370
1559263548,0,28,37.62075,-122.39207,2179,19,3370
1559263557,0,28,37.62106,-122.39186,2179,21,3370
1559263565,0,28,37.62127,-122.39172,2179,23,3370
1559263576,0,28,37.62174,-122.39141,2179,25,3370
1559263587,0,39,37.62227,-122.39097,2179,28,3370
1559263593,0,59,37.62240,-122.39061,2179,27,3370
1559263600,0,70,37.62249,-122.39027,2179,26,3370
1559263606,0,73,37.62256,-122.38993,2179,26,3370
1559263612,0,73,37.62267,-122.38950,2179,27,3370
1559263620,0,104,37.62256,-122.38890,2179,31,3370
1559263626,0,115,37.62242,-122.38854,2179,29,3370
1559263632,0,118,37.62225,-122.38814,2179,28,3370
1559263639,0,118,37.62209,-122.38778,2179,28,3370
1559263646,0,118,37.62195,-122.38744,2179,28,3370
1559263656,0,118,37.62164,-122.38671,2179,27,3370
1559263662,0,118,37.62151,-122.38638,2179,26,3370
1559263668,0,118,37.62136,-122.38604,2179,25,3370
1559263675,0,118,37.62123,-122.38571,2179,25,3370
1559263686,0,118,37.62098,-122.38512,2179,23,3370
1559263692,0,118,37.62084,-122.38480,2179,23,3370
1559263698,0,118,37.62074,-122.38453,2179,22,3370
1559263704,0,118,37.62062,-122.38425,2179,22,3370
1559263710,0,118,37.62049,-122.38397,2179,22,3370
1559263716,0,118,37.62039,-122.38372,2179,21,3370
1559263722,0,118,37.62030,-122.38350,2179,20,3370
1559263730,0,118,37.62019,-122.38324,2179,20,3370
1559263742,0,118,37.61996,-122.38271,2179,21,3370
1559263748,0,118,37.61986,-122.38248,2179,21,3370
1559263758,0,118,37.61962,-122.38191,2179,24,3370
1559263764,0,118,37.61950,-122.38159,2179,26,3370
1559263771,0,118,37.61935,-122.38126,2179,26,3370
1559263782,0,118,37.61906,-122.38058,2179,26,3370
1559263789,0,118,37.61894,-122.38026,2179,26,3370
1559263802,0,118,37.61863,-122.37955,2179,30,3370
1559263808,0,115,37.61847,-122.37913,2179,33,3370
1559263819,0,109,37.61813,-122.37810,2179,15,3370
1559263826,0,109,37.61799,-122.37763,2179,15,3370
1559263837,0,109,37.61768,-122.37663,2179,15,3370
1559263844,0,109,37.61753,-122.37617,2179,27,3370
1559263856,0,109,37.61736,-122.37561,2179,19,3370
1559263867,0,109,37.61727,-122.37532,2179,10,3370
1559263885,0,112,37.61718,-122.37506,2179,11,3370
1559263896,0,115,37.61704,-122.37468,2179,21,3370
1559263902,0,118,37.61689,-122.37436,2179,27,3370
1559263908,0,118,37.61674,-122.37402,2179,29,3370
1559263916,0,118,37.61657,-122.37362,2179,30,3370
1559263922,0,118,37.61640,-122.37320,2179,33,3370
1559263933,0,118,37.61604,-122.37235,2179,29,3370
1559263939,0,118,37.61588,-122.37198,2179,28,3370
1559263946,0,118,37.61573,-122.37160,2179,29,3370
1559263953,0,118,37.61555,-122.37120,2179,31,3370
1559263964,0,118,37.61518,-122.37032,2179,15,3370
1559263975,0,120,37.61476,-122.36938,2179,16,3370
1559263984,0,132,37.61430,-122.36872,2179,15,3370
1559263994,0,129,37.61387,-122.36811,2179,16,3370
1559264002,0,120,37.61352,-122.36747,2179,34,3370
1559264011,0,118,37.61321,-122.36672,2179,15,3370
1559264019,0,118,37.61292,-122.36602,2179,16,3370
1559264026,0,118,37.61269,-122.36550,2179,16,3370
1559264034,0,118,37.61247,-122.36498,2179,16,3370
1559264044,0,118,37.61203,-122.36390,2179,17,3370
1559264052,0,118,37.61180,-122.36337,2179,18,3370
1559264059,0,118,37.61146,-122.36254,2179,16,3370
1559264066,0,118,37.61124,-122.36203,2179,16,3370
1559264072,0,118,37.61103,-122.36154,2179,15,3370
1559264079,0,118,37.61082,-122.36106,2179,33,3370
1559264089,0,115,37.61052,-122.36029,2179,27,3370
1559264095,0,101,37.61048,-122.35989,2179,29,3370
1559264101,0,81,37.61055,-122.35953,2179,26,3370
1559264109,0,56,37.61074,-122.35922,2179,26,3370
1559264116,0,28,37.61117,-122.35893,2179,27,3370
1559264122,0,28,37.61144,-122.35875,2179,29,3370
1559264130,0,16,37.61171,-122.35865,2179,23,3370
1559264138,0,334,37.61200,-122.35889,2179,21,3370
1559264147,0,303,37.61211,-122.35923,2179,18,3370
1559264153,0,298,37.61222,-122.35954,2179,26,3370
1559264159,0,298,37.61253,-122.36029,2179,33,3370
1559264166,0,298,37.61317,-122.36184,2179,54,3370
1559264179,0,297,37.61588,-122.36823,2179,100,3370
1559264187,0,298,37.61728,-122.37163,2179,121,3370
1559264197,0,297,37.62096,-122.38041,2179,151,3370
1559264204,0,297,37.62310,-122.38548,2179,162,3370
1559264210,125,298,37.62520,-122.39050,2179,166,3370
1559264217,275,298,37.62721,-122.39517,2179,164,3370
1559264223,500,299,37.62955,-122.40037,2179,159,3370
1559264229,700,301,37.63171,-122.40507,2179,157,3370
1559264240,1050,300,37.63623,-122.41457,2179,155,3370
1559264252,1350,298,37.64062,-122.42428,2179,157,3370
1559264258,1500,297,37.64261,-122.42896,2179,157,3370
1559264264,1675,297,37.64470,-122.43398,2179,157,3370
1559264276,2000,296,37.64859,-122.44357,2179,156,3370
1559264289,2200,297,37.65243,-122.45319,2179,161,3370
1559264300,2450,296,37.65678,-122.46390,2179,165,3370
1559264311,2725,296,37.66081,-122.47395,2179,165,3370
1559264317,2850,296,37.66286,-122.47922,2179,166,3370
1559264325,2975,296,37.66489,-122.48441,2179,167,3370
1559264336,3275,298,37.66933,-122.49505,2179,168,3370
1559264342,3350,299,37.67162,-122.50030,2179,172,3370
1559264353,3450,302,37.67647,-122.51083,2179,184,3370
1559264359,3500,312,37.67999,-122.51626,2179,190,3370
1559264366,3525,326,37.68431,-122.52048,2179,196,3370
1559264372,3600,340,37.68939,-122.52323,2179,201,3370
1559264378,3675,352,37.69482,-122.52456,2179,205,3370
1559264386,3750,355,37.70298,-122.52550,2179,213,3370
1559264392,3825,356,37.70943,-122.52602,2179,220,3370
1559264399,3900,358,37.71574,-122.52634,2179,226,3370
1559264420,4175,37,37.73744,-122.51643,2179,249,3370
1559264430,4300,48,37.74465,-122.50723,2179,258,3370
1559264436,4400,48,37.74957,-122.50024,2179,264,3370
1559264448,4675,47,37.75959,-122.48640,2179,272,3370
1559264458,5025,46,37.77008,-122.47231,2179,278,3370
1559264471,5425,46,37.78079,-122.45805,2179,281,3370
1559264484,5850,46,37.79173,-122.44339,2179,282,3370
1559264497,6300,46,37.80263,-122.42878,2179,285,3370
1559264510,6800,46,37.81632,-122.41031,2179,288,3370
1559264522,7225,46,37.82744,-122.39535,2179,290,3370
1559264534,7650,47,37.83820,-122.38080,2179,290,3370
1559264549,8200,47,37.85177,-122.36244,2179,290,3370
1559264563,8625,47,37.86317,-122.34698,2179,292,3370
1559264573,9000,46,37.87422,-122.33206,2179,294,3370
1559264586,9375,47,37.88505,-122.31736,2179,296,3370
1559264601,9875,47,37.89967,-122.29758,2179,299,3370
1559264611,10225,47,37.91011,-122.28344,2179,301,3370
1559264623,10400,47,37.92210,-122.26720,2179,311,3370
